"","title","asin","year","genre"
"1671","Movin Melodies","B000021XRD",1999,"Pop"
"1672","Dirty Harriet","B000021XSC",2013,"Rap & Hip-Hop"
"1673","Toxicity","B000021YQV",2001,"Pop"
"1674","Chronic 2001","B000023VR6",1999,"Rap & Hip-Hop"
"1675","Paradise","B0000242OP",1996,"Pop"
"1676","Pure Cult - Best of","B0000248ND",1993,"Alternative Rock"
"1677","Breaking Hearts","B00002621U",1984,"Pop"
"1678","What Color Is Love","B000026HWR",1999,"Folk"
"1679","Splinter","B00002759W",2001,"Pop"
"1680","Anti Pop","B000028TV7",1999,"Alternative Rock"
"1681","At Folsom Prison","B000028U0Y",1999,"Country"
"1682","Live at the Bijou","B0000296VG",1999,"Jazz"
"1683","Closer","B00002DE4E",2008,"Alternative Rock"
"1684","Dirty Money","B00002EPH8",2001,"Rap & Hip-Hop"
"1685","Mekanik Destruktiw Kommandoh","B00002MJYK",2003,"Jazz"
"1686","MOVEMENT IN STILL LIFE","B00002MU53",1999,"Rock"
"1687","The Battle of Los Angeles","B00002MZ2C",1999,"Alternative Rock"
"1688","Tha Block Is Hot","B00002MYVJ",1999,"Rap & Hip-Hop"
"1689","Rap Life","B00002MZ24",1999,"Blues"
"1690","When The Pawn","B00002MZ4W",1999,"Alternative Rock"
"1691","Born Again","B00002S5DF",2005,"Rap & Hip-Hop"
"1692","Too Tough","B00002ZZJF",1999,"Rap & Hip-Hop"
"1693","Aja","B00003002C",1999,"Pop"
"1694","The Neil Diamond Collection","B000030029",1999,"Folk"
"1695","Truth","B000031X1J",2000,"Rap & Hip-Hop"
"1696","Nastradamus","B000031XCY",1999,"Rap & Hip-Hop"
"1697","Immobilarity","B000034D0D",1999,"Blues"
"1698","Desde Un Principio: From the Beginning","B000034CV5",1999,"Other"
"1699","Mesmerized","B000034DJ1",1999,"Other"
"1700","Speak Kindly of Your Volunteer Fire Department","B000035X7C",1999,"Alternative Rock"
"1701","Voodoo","B000035X1M",2000,"Pop"
"1702","Let's Get Ready","B000035X1N",2000,"Rap & Hip-Hop"
"1703","Tha G-Code","B000038IDJ",1999,"Rap & Hip-Hop"
"1704","Tunnel","B000038IDE",1999,"Rap & Hip-Hop"
"1705","Methods of Mayhem","B000038IDT",1999,"Rap & Hip-Hop"
"1706","And Then There Was X","B00003IE26",1999,"Rap & Hip-Hop"
"1707","Portrait","B00003L1W4",2000,"Pop"
"1708","Volume 3: The Life &amp; Times of S Carter","B00003NHAR",1999,"Rap & Hip-Hop"
"1709","Colour Moving &amp; Still","B00003Q025",2008,"Alternative Rock"
"1710","Ambrosia","B00003TKGH",2000,"Pop"
"1711","Somewhere I've Never Travelled","B00003TKGI",2000,"Pop"
"1712","Life Beyond L.A.","B00003TKGJ",2000,"Pop"
"1713","In Search of Sunrise","B00003W1QG",2000,"Pop"
"1714","Backlash","B00003XB5V",2000,"Jazz"
"1715","Both Sides Now","B000040OVH",2000,"Folk"
"1716","Winners Never Quit","B000044U2H",2000,"Alternative Rock"
"1717","We Are the Streets","B0000457EA",2000,"Rap & Hip-Hop"
"1718","The Best of Gap Band: The Millennium Collection","B0000457IU",2000,"Blues"
"1719","All Systems Gone","B0000457F7",2000,"Pop"
"1720","20th Century Masters: The Millennium Collection: Best Of Ohio Players","B000046PUW",2000,"Pop"
"1721","The Man Who","B000046PZM",2000,"Alternative Rock"
"1722","Telling Stories","B000046Q8B",2000,"Folk"
"1723","Pieces in a Modern Style","B000046S1W",2000,"Pop"
"1724","Opposite of H2o","B00004C4PG",2000,"Rap & Hip-Hop"
"1725","The Better Life","B00004C4QQ",2000,"Alternative Rock"
"1726","Irv Gotti Presents the Murderers","B00004D3CC",2000,"Rap & Hip-Hop"
"1727","Infinite Possibilities","B00004HYM1",2011,"Blues"
"1728","War &amp; Peace, Vol.2 (The Peace Disc)","B00004I9SP",2000,"Pop"
"1729","Vertigo","B00004KD1L",2000,"Pop"
"1730","Best of the Pointer Sisters","B00004KD2H",2000,"Pop"
"1731","Passenger","B00004LMKS",2000,"Folk"
"1732","Brighter Day","B00004NJLP",2000,"Jazz"
"1733","Tropical Brainstorm","B00004NJMX",2000,"Alternative Rock"
"1734","Nickel Creek","B00004NK9T",2000,"Country"
"1735","Btnhresurrection","B00004OCFE",2004,"Pop"
"1736","Singles 1969-1981","B00004R7VU",2000,"Pop"
"1737","Double Wide","B00004R7TD",2000,"Folk"
"1738","The Heat","B00004R7SN",2000,"Blues"
"1739","Da Baddest Bitch","B00004R8Q5",2000,"Rap & Hip-Hop"
"1740","From Bottom to Top","B00004R8TR",2000,"Blues"
"1741","Installation Sonore","B00004RCXP",2000,"Pop"
"1742","Say My Name","B00004RD01",2000,"Blues"
"1743","He Has Left Us Alone But Shafts of Light Sometimes","B00004RGC8",2000,"Alternative Rock"
"1744","The Professional Part II ( explicit)","B00004RGLH",2001,"Rap & Hip-Hop"
"1745","Buildings &amp; Grounds","B00004RI6B",2000,"Alternative Rock"
"1746","Fulfillingness' First Finale","B00004S35Z",2000,"Rock"
"1747","Talking Book","B00004S36A",2000,"Rock"
"1748","The Very Best of Cat Stevens","B00004S51Y",2000,"Folk"
"1749","Ruff Ryders 2","B00004S5EF",2000,"Rap & Hip-Hop"
"1750","Beethoven's Last Night","B00004S7LI",2000,"Rock"
"1751","When the Smoke Clears","B00004S80U",2000,"Rap & Hip-Hop"
"1752","Tide","B00004S95R",2000,"Jazz"
"1753","Transcendental Blues","B00004S9AN",2004,"Country"
"1754","Magic Garden","B00004SBSR",2000,"Pop"
"1755","Stoned Soul Picnic","B00004SBSS",2000,"Pop"
"1756","Pink Pearl","B00004SBZO",2004,"Pop"
"1757","Yeeeah Baby","B00004SCCO",2000,"Rap & Hip-Hop"
"1758","Unrestricted","B00004SCHB",2000,"Rap & Hip-Hop"
"1759","The Crystals - Greatest Hits [Classic World]","B00004SCGX",2000,"Pop"
"1760","Behind the Sun","B00004SFQH",2000,"Pop"
"1761","Noise Made By People","B00004SH94",2000,"Alternative Rock"
"1762","Hot Rail","B00004SQWM",2000,"Alternative Rock"
"1763","New Thing at Newport","B00004SST5",2000,"Jazz"
"1764","Met-A-Mor-Phic","B00004SSTE",2000,"Blues"
"1765","Walking in Space","B00004STN3",2000,"Blues"
"1766","Skull &amp; Bones","B00004SVJR",2000,"Rap & Hip-Hop"
"1767","Tanto Tempo","B00004SWJX",2000,"Alternative Rock"
"1768","Boomin Words From Hell","B00004SYFZ",2000,"Rap & Hip-Hop"
"1769","Time After Time","B00004SYOP",2000,"Folk"
"1770","Xtrmntr","B00004SZG2",2000,"Alternative Rock"
"1771","De Stijl","B00004T0PB",2000,"Alternative Rock"
"1772","2000 Years: Millennium Concert","B00004T0QB",2000,"Folk"
"1773","Promised Land","B00004T0UR",2000,"Pop"
"1774","Balance &amp; Options","B00004T1I4",2000,"Rap & Hip-Hop"
"1775","Orbital 2","B00004T6UZ",2012,"Pop"
"1776","Fold Your Hands Child You Walk Like a Peasant","B00004T8ZB",2002,"Alternative Rock"
"1777","20th Century Masters The Millennium Collection: The Best Of Three Dog Night","B00004T9TV",2000,"Pop"
"1778","Ascension","B00004TA40",2000,"Jazz"
"1779","The Marshall Mathers LP","B00004T9UF",2000,"Rap & Hip-Hop"
"1780","Thirteen Tales From Urban Bohemia","B00004TA8K",2000,"Alternative Rock"
"1781","Heart - Greatest Hits: 1985-1995","B00004TAXE",2000,"Pop"
"1782","First of the Microbe Hunters","B00004TCPD",2000,"Alternative Rock"
"1783","Not That Kind","B00004TGLF",2001,"Pop"
"1784","Through the Eyes of a Don","B00004TGY2",2000,"Pop"
"1785","Survival","B00004THL9",2000,"Blues"
"1786","Fireball","B00004TIOI",2000,"Pop"
"1787","Anarchy","B00004TL26",2000,"Rap & Hip-Hop"
"1788","Invincible Summer","B00004TLV8",2000,"Folk"
"1789","Out There and Back","B00004TLYL",2000,"Alternative Rock"
"1790","Pass the Peas: Best of the Jb's","B00004TSAN",2000,"Blues"
"1791","Gift","B00004TTGI",2000,"Alternative Rock"
"1792","Tonight &amp; The Rest of My Life","B00004TTGF",2000,"Alternative Rock"
"1793","Antonio Carlos Jobim's Finest Hour","B00004TWRR",2000,"Jazz"
"1794","Four Cornered Night","B00004TZZK",2000,"Alternative Rock"
"1795","Flyin' High","B00004U1HK",2000,"Pop"
"1796","Truth","B00004U2G4",2000,"Rock"
"1797","In Blue","B00004U5AJ",2000,"Alternative Rock"
"1798","Murderers &amp; Robbers","B00004U5DC",2000,"Rap & Hip-Hop"
"1799","This Business of Art","B00004U91U",2000,"Alternative Rock"
"1800","Who Is Jill Scott? Words and Sounds, Vol. 1","B00004UARR",2000,"Blues"
"1801","Paris Rain","B00004UART",2006,"Folk"
"1802","Sun Came","B00004UAWH",2004,"Alternative Rock"
"1803","Curtis","B00004UDE9",2000,"Blues"
"1804","Catch Bull at Four","B00004VW0S",2000,"Folk"
"1805","Fragments of Freedom","B00004VVZ4",2000,"Alternative Rock"
"1806","Solaris","B00004W3LV",2000,"Pop"
"1807","Stage Fright","B00004W50Z",2000,"Folk"
"1808","The Dream That Stuff Was Made Of","B00004WFJC",2000,"Alternative Rock"
"1809","Bueninvento","B00004WFNZ",2000,"Alternative Rock"
"1810","Personal Business","B00004WIOA",2001,"Rap & Hip-Hop"
"1811","Tp-2.Com","B00004WIZA",2000,"Rap & Hip-Hop"
"1812","Oui","B00004WIPE",2000,"Alternative Rock"
"1813","Emotion Is Dead","B00004WJAO",2000,"Alternative Rock"
"1814","You Nasty","B00004WIXD",2000,"Rap & Hip-Hop"
"1815","You Were Here","B00004WJGZ",2000,"Alternative Rock"
"1816","Cafe Bleu","B00004WKFO",2000,"Alternative Rock"
"1817","Crossing Muddy Waters","B00004X03W",2010,"Folk"
"1818","Relationship of Command","B00004X0Q0",2000,"Alternative Rock"
"1819","The Sermon","B00004X0QK",2000,"Jazz"
"1820","Chocolate Starfish and the Hot Dog Flavored Water","B00004XOWM",2000,"Alternative Rock"
"1821","Shyne","B00004XQZS",2005,"Rap & Hip-Hop"
"1822","Paper Route","B00004XSM0",2000,"Pop"
"1823","Last of a Dying Breed","B00004XT2W",2000,"Rap & Hip-Hop"
"1824","Stars &amp; Topsoil: Collection 1982-1990","B00004Y2FT",2003,"Alternative Rock"
"1825","Captain","B00004Y6ND",2000,"Country"
"1826","Behind the Sun","B00004Y6NM",2000,"Pop"
"1827","Something Like Human","B00004YC03",2000,"Alternative Rock"
"1828","The Magnificent Tree","B00004YC1I",2011,"Alternative Rock"
"1829","Tanya Tucker - 20 Greatest Hits","B00004YL5B",2000,"Country"
"1830","Mama's Gun","B00004YKUI",2000,"Blues"
"1831","Extended Play Two","B00004YLJW",2000,"Alternative Rock"
"1832","Before the Storm","B00004YMP4",2009,"Other"
"1833","Cat Stevens: Greatest Hits","B00004YNGK",2000,"Folk"
"1834","The Very Best of Montrose","B00004YR2D",2000,"Pop"
"1835","Our Aim Is to Satisfy Red Snapper","B00004YR4U",2000,"Alternative Rock"
"1836","Loyalty &amp; Betrayal","B00004YRFG",2000,"Rap & Hip-Hop"
"1837","Born to Fly","B00004YRGJ",2000,"Country"
"1838","Whistle Stop","B00004YTWH",2000,"Jazz"
"1839","Rule 3:36","B00004YSGM",2000,"Rap & Hip-Hop"
"1840","The Understanding","B00004YWGB",2000,"Rap & Hip-Hop"
"1841","Back For The First Time","B00004YWGC",2000,"Rap & Hip-Hop"
"1842","Greatest Hits","B00004Z2V3",2001,"Pop"
"1843","Halfway Between the Gutter and the Stars","B00004Z30Z",2000,"Pop"
"1844","Whoa, Nelly!","B00004Z41Q",2000,"Alternative Rock"
"1845","Freaks &amp; Icons","B00004Z3Z3",2000,"Pop"
"1846","Dropper","B00004ZDM5",2000,"Jazz"
"1847","The Rose That Grew From Concrete","B00004ZDV7",2000,"Rap & Hip-Hop"
"1848","Cut","B00004ZE8C",2002,"Alternative Rock"
"1849","Best of","B000050488",2009,"Alternative Rock"
"1850","Freek Show","B000050HSJ",2000,"Rap & Hip-Hop"
"1851","Ken Burns JAZZ Collection: Ornette Coleman","B000050HVX",2000,"Jazz"
"1852","The Dynasty: Roc La Familia 2000","B000050HS9",2000,"Rap & Hip-Hop"
"1853","Bizaar","B000050HS3",2000,"Rap & Hip-Hop"
"1854","True North","B000050HZJ",2000,"Folk"
"1855","Ride Wit Us Or Collide Wit Us","B00005171L",2001,"Rap & Hip-Hop"
"1856","Collection: Volume Two","B000051XVN",2004,"Pop"
"1857","Swiss Army Romance","B000051Y0P",2000,"Alternative Rock"
"1858","One Night Only","B000051Y1V",2000,"Folk"
"1859","Ultimate Collection","B000051Y0T",2000,"Alternative Rock"
"1860","(Blacktrash) The Autobiography of Kirk Jones","B000051Y2U",2001,"Rap & Hip-Hop"
"1861","Queensbridge's Finest: The Album","B000051XYT",2000,"Rap & Hip-Hop"
"1862","The Best of Atlanta Rhythm Section: 20th Century Masters (Millennium Collection)","B000051Y37",2000,"Pop"
"1863","Restless","B000053GUO",2002,"Rap & Hip-Hop"
"1864","In a Glass House","B000053GTK",2004,"Pop"
"1865","Live At The Fillmore","B000054A5E",2000,"Rap & Hip-Hop"
"1866","613: Ashy to Classy","B000054OWS",2000,"Rap & Hip-Hop"
"1867","Long Distance","B000055QKM",2000,"Alternative Rock"
"1868","Don't Cry Out Loud","B00005653R",2004,"Pop"
"1869","10.21","B000056NN1",2000,"Alternative Rock"
"1870","Stephen Malkmus","B000056NZV",2001,"Alternative Rock"
"1871","Fat Albert Rotunda","B000056P01",2001,"Jazz"
"1872","To Record Only Water for Ten Days","B000056P60",2001,"Alternative Rock"
"1873","Ciao! Best of Lush","B000056UPY",2001,"Alternative Rock"
"1874","Cydonia (INTERNATIONAL VERSION)","B000058DXH",2001,"Pop"
"1875","Numbers","B000058DXS",2001,"Folk"
"1876","By Your Side","B000058E2O",2001,"Blues"
"1877","Tender Lover","B000058T5S",2001,"Blues"
"1878","Diamonds &amp; Dirt","B000058T5V",2001,"Country"
"1879","Long John Silver","B000059L9A",2000,"Pop"
"1880","Phantom Moon","B000059LYY",2001,"Alternative Rock"
"1881","Discovery","B000059MEK",2001,"Pop"
"1882","Two Steps From The Blues","B000059T1U",2001,"Blues"
"1883","Stubborn Kind of Fellow / How Sweet It Is","B000059RL0",2001,"Pop"
"1884","Malpractice","B000059Q4I",2001,"Rap & Hip-Hop"
"1885","Nocturne","B00005A0RI",2001,"Jazz"
"1886","Astrud Gilberto's Finest Hour","B00005A7WY",2001,"Jazz"
"1887","Thugs Are Us","B00005A8MT",2001,"Rap & Hip-Hop"
"1888","Shotgun","B00005A8LS",2001,"Pop"
"1889","Break the Cycle","B00005AAFJ",2001,"Alternative Rock"
"1890","The Places You Have Come To Fear The Most","B00005AAXE",2005,"Alternative Rock"
"1891","Kiss the Game Goodbye","B00005AKC0",2001,"Rap & Hip-Hop"
"1892","Until The End Of Time","B00005AKBN",2001,"Rap & Hip-Hop"
"1893","Moon Is Down","B00005AKIL",2001,"Alternative Rock"
"1894","Thug Lord: New Testament","B00005AKI6",2001,"Rap & Hip-Hop"
"1895","The Yin and The Yang","B00005APZM",2001,"Rap & Hip-Hop"
"1896","Musicforthemorningafter","B00005AREX",2001,"Alternative Rock"
"1897","Thug By Nature","B00005ARCX",2004,"Rap & Hip-Hop"
"1898","Sad Sappy Sucker","B00005AU9N",2001,"Alternative Rock"
"1899","Asleep in the Back","B00005AV14",2001,"Alternative Rock"
"1900","Endangered Species","B00005AVRE",2001,"Rap & Hip-Hop"
"1901","Everybody Got Their Something","B00005B0S6",2001,"Alternative Rock"
"1902","Rock of Ages","B00005B4GB",2001,"Folk"
"1903","Milestones","B00005B58Y",2001,"Jazz"
"1904","Blood Sweat and Years","B00005B59X",2001,"Rap & Hip-Hop"
"1905","Bodily Functions","B00005B9JQ",2001,"Rap & Hip-Hop"
"1906","Sweet Tea","B00005CC2J",2001,"Blues"
"1907","10,000 Hz Legend","B00005HYIP",2001,"Alternative Rock"
"1908","George Benson Cookbook","B00005IBGM",2001,"Jazz"
"1909","Beyond Good and Evil","B00005IBYZ",2001,"Alternative Rock"
"1910","Weezer (Green Album)","B00005ICAW",2001,"Alternative Rock"
"1911","Origin of Symmetry","B00005J4HH",2007,"Alternative Rock"
"1912","The Essential Miles Davis","B00005JA24",2001,"Jazz"
"1913","Face Off","B00005J9U8",2001,"Rap & Hip-Hop"
"1914","Whatcha See Is Whatcha Get","B00005JAX3",2005,"Pop"
"1915","The Invisible Band","B00005JGI6",2001,"Alternative Rock"
"1916","The Delfonics","B00005JXQS",2011,"Blues"
"1917","Angel of the Night","B00005JXQF",2001,"Blues"
"1918","Angie","B00005JXQE",2009,"Jazz"
"1919","Broken Silence","B00005K32I",2001,"Rap & Hip-Hop"
"1920","Remixed","B00005K2WC",2001,"Alternative Rock"
"1921","White Blood Cells","B00005K9KP",2001,"Alternative Rock"
"1922","Go Plastic","B00005K9ZD",2001,"Pop"
"1923","9 Lives","B00005KB91",2001,"Rap & Hip-Hop"
"1924","The Saga Continues","B00005KCHA",2001,"Rap & Hip-Hop"
"1925","Luther Vandross","B00005KCGX",2001,"Blues"
"1926","Secret Messages","B00005KHEW",2001,"Pop"
"1927","Face Up","B00005KKAK",2001,"Pop"
"1928","Mobilize","B00005LCFW",2001,"Alternative Rock"
"1929","Ancient Melodies of the Future","B00005LK6L",2001,"Alternative Rock"
"1930","Live at the Apollo 2","B00005LKFC",2001,"Blues"
"1931","20th Century Masters: The Millennium Collection: Best of Switch","B00005LMK5",2013,"Blues"
"1932","The Realness","B00005LN49",2001,"Rap & Hip-Hop"
"1933","Outrospective","B00005LN6L",2001,"Pop"
"1934","Skin","B00005LODB",2001,"Folk"
"1935","Everynight Fire Works","B00005LQPQ",2001,"Alternative Rock"
"1936","Space Boogie: Smoke Oddessey","B00005LVZJ",2001,"Rap & Hip-Hop"
"1937","So Tough","B00005M6CK",2010,"Alternative Rock"
"1938","The Spirit Room","B00005M987",2001,"Alternative Rock"
"1939","Olatunji Concert: The Last Live Recording","B00005MAWI",2001,"Jazz"
"1940","Toya","B00005MK0U",2001,"Blues"
"1941","Joan Baez","B00005MKGM",2001,"Folk"
"1942","Never Too Much","B00005MKDZ",2001,"Pop"
"1943","America - The Complete Greatest Hits","B00005MLVA",2001,"Folk"
"1944","Sound-Dust","B00005N5AA",2001,"Alternative Rock"
"1945","Eternal","B00005N8UV",2001,"Blues"
"1946","Looking Through Windows / Goin Back Indiana","B00005N8V2",2001,"Blues"
"1947","The Look of Love","B00005N9CV",2001,"Jazz"
"1948","Resist","B00005NDZC",2001,"Pop"
"1949","The Tiki Bar Is Open","B00005NG1Y",2001,"Rock"
"1950","Project English","B00005NGWS",2001,"Rap & Hip-Hop"
"1951","No More Drama","B00005NHJS",2001,"Rap & Hip-Hop"
"1952","Muddy Waters: The Anthology, 1947-1972","B00005NHLY",2001,"Blues"
"1953","Strange Little Girls","B00005NKYQ",2001,"Alternative Rock"
"1954","Heat Is on","B00005NKKS",2001,"Blues"
"1955","Harvest for the World","B00005NKKR",2001,"Blues"
"1956","Thug on da Line","B00005NNLR",2001,"Rap & Hip-Hop"
"1957","Goodbye Country (Hello Nightclub)","B00005NNQO",2001,"Pop"
"1958","Nard","B00005NNUY",2001,"Jazz"
"1959","Scars","B00005NQJZ",2001,"Pop"
"1960","Buddy &amp; Julie Miller","B00005NTOQ",2001,"Country"
"1961","Ten New Songs","B00005NUXS",2001,"Folk"
"1962","Alive 1997","B00005NVT1",2001,"Pop"
"1963","Neon Golden","B00005NY9B",2002,"Alternative Rock"
"1964","A Funk Odyssey","B00005NZKM",2001,"Alternative Rock"
"1965","Songs from the West Coast","B00005NZDW",2001,"Folk"
"1966","Let's Get It On [Deluxe Edition]","B00005O02R",2001,"Blues"
"1967","Love Makes the World","B00005O56V",2001,"Folk"
"1968","Desert Moon","B00005O55K",2001,"Pop"
"1969","Blueprint","B00005O54Q",2001,"Rap & Hip-Hop"
"1970","Great Depression","B00005O6IR",2001,"Rap & Hip-Hop"
"1971","Ghetto Fabolous","B00005O6DS",2001,"Rap & Hip-Hop"
"1972","South","B00005OL56",2009,"Alternative Rock"
"1973","Pain Is Love","B00005ONMT",2001,"Rap & Hip-Hop"
"1974","I'm Serious","B00005PJB5",2001,"Rap & Hip-Hop"
"1975","Mahogany Soul","B00005PJFV",2001,"Blues"
"1976","Born Into Trouble As the Sparks Fly Upward","B00005Q62R",2001,"Alternative Rock"
"1977","Midnight Lounge","B00005Q7SH",2001,"Pop"
"1978","Bavarian Fruit Bread","B00005QB7K",2001,"Alternative Rock"
"1979","C-P-3.com","B00005QC1U",2001,"Rap & Hip-Hop"
"1980","Dreaming My Dreams","B00005QD6M",2001,"Country"
"1981","This Way","B00005QDVS",2001,"Alternative Rock"
"1982","Morning View","B00005QG9J",2001,"Alternative Rock"
"1983","Very Best of","B00005QK0A",2001,"Pop"
"1984","Driving Rain","B00005QK3W",2001,"Pop"
"1985","In My Memory","B00005QK9U",2001,"Pop"
"1986","There's a Riot Goin on","B00005QVHK",2006,"Pop"
"1987","White Lilies Island - Germany","B00005QW3E",2001,"Alternative Rock"
"1988","Cat Stevens","B00005QXY9",2001,"Folk"
"1989","Even In Darkness","B00005QXKE",2001,"Rap & Hip-Hop"
"1990","La Revancha Del Tango","B00005QZH2",2001,"Other"
"1991","The Cure - Greatest Hits","B00005R09Z",2001,"Alternative Rock"
"1992","Experience: Jill Scott 826+","B00005R5V2",2001,"Rap & Hip-Hop"
"1993","Benzino Project","B00005R8DZ",2001,"Rap & Hip-Hop"
"1994","Word of Mouf","B00005R8EL",2001,"Rap & Hip-Hop"
"1995","Odyssey-The Remix Collection","B00005RFAW",2001,"Alternative Rock"
"1996","God's Favorite","B00005RGL2",2002,"Rap & Hip-Hop"
"1997","Bulletproof Wallets","B00005RGNW",2001,"Rap & Hip-Hop"
"1998","S.C.I.E.N.C.E.","B00005RGO5",2001,"Alternative Rock"
"1999","Circulatory System","B00005RH8O",2001,"Alternative Rock"
"2000","Complete Duets Collection","B00005RIK5",2001,"Blues"
"2001","Ryde Or Die 3","B00005RTDJ",2001,"Rap & Hip-Hop"
"2002","Return of the Regulator","B00005RZWJ",2001,"Pop"
"2003","Bang Or Ball","B00005RZWO",2001,"Rap & Hip-Hop"
"2004","Stoned Raiders","B00005S8HB",2001,"Rap & Hip-Hop"
"2005","Mariah Carey - Greatest Hits","B00005S7UE",2001,"Pop"
"2006","Wu-Tang Iron Flag","B00005T7YV",2001,"Rap & Hip-Hop"
"2007","Under Rug Swept","B00005TPKC",2002,"Alternative Rock"
"2008","Infamy","B00005U2LE",2001,"Rap & Hip-Hop"
"2009","Ragged Old Flag","B00005U2LY",2001,"Country"
"2010","Everybody's Got a Story","B00005UBN7",2002,"Folk"
"2011","Waltz for Koop","B00005UC7H",2007,"Jazz"
"2012","Ultimate Manilow","B00005USBH",2009,"Pop"
"2013","Getz Plays Jobim: The Girl From Ipanema","B00005UVV5",2002,"Jazz"
"2014","Dedicated","B00005UWFJ",2004,"Pop"
"2015","Bloodsport","B00005UWL9",2010,"Alternative Rock"
"2016","Original Pirate Material","B00005V696",2007,"Rap & Hip-Hop"
"2017","Intuition","B00005V7G0",2002,"Pop"
"2018","Guitar Town (Remastered)(Bonus Track)","B00005V7G1",2002,"Country"
"2019","Lovesick Broke &amp; Driftin'","B00005V8PI",2002,"Country"
"2020","Lovers Live","B00005V9QJ",2016,"Blues"
"2021","The Essential Johnny Cash","B00005Y1M2",2002,"Country"
"2022","Cars - Complete Greatest Hits","B00005Y1XY",2011,"Alternative Rock"
"2023","Your Majesty","B00005Y227",2017,"Alternative Rock"
"2024","Know What I Mean (20 Bit Mastering)","B00005Y7GN",2012,"Jazz"
"2025","Built From Scratch [Vinyl]","B00005YLNA",2002,"Rap & Hip-Hop"
"2026","Come Away with Me","B00005YW4H",2002,"Pop"
"2027","Rings Around The World (Expanded Edition)","B000060MMJ",2002,"Alternative Rock"
"2028","This Is Our Music","B000060O15",2008,"Jazz"
"2029","Vandenberg","B000060O2C",2009,"Pop"
"2030","Lapalco","B000060OLF",2009,"Alternative Rock"
"2031","VH1 Presents the Corrs Live in Dublin","B000060OL5",2013,"Alternative Rock"
"2032","Sha Sha","B000060P7P",2002,"Alternative Rock"
"2033","In Between","B000062UT2",2002,"Jazz"
"2034","Kinky- Kinky","B00006314Y",2010,"Alternative Rock"
"2035","Harry Nilsson - Greatest Hits","B0000631E5",2002,"Folk"
"2036","Southern Hummingbird","B0000634ID",2002,"Blues"
"2037","Everyone Who Pretended to Like Me Is Gone","B0000634II",2009,"Alternative Rock"
"2038","Orange Blossom Special","B0000636UU",2014,"Country"
"2039","Diana Ross","B000063BOJ",2002,"Pop"
"2040","Uninvisible","B000063DSJ",2002,"Jazz"
"2041","Control","B000063IUT",2009,"Alternative Rock"
"2042","Visitor","B000063WYU",2009,"Alternative Rock"
"2043","Title TK","B000063UZ8",2010,"Alternative Rock"
"2044","Be Not Nobody","B0000646TK",2002,"Pop"
"2045","MTV Unplugged No. 2.0","B000065625",2002,"Blues"
"2046","Sail Away","B000065DVA",2005,"Pop"
"2047","Hood Rich","B000065UJJ",2002,"Rap & Hip-Hop"
"2048","Birdy","B000065V85",2002,"Pop"
"2049","Good Morning Aztl&aacute;n [Limited Edition]","B000065VVE",2009,"Country"
"2050","Lord Willin","B0000665WR",2002,"Rap & Hip-Hop"
"2051","The Eminem Show [Limited Edition w/ Bonus DVD]","B00006690F",2002,"Rap & Hip-Hop"
"2052","Come Home with Me","B000066C1W",2002,"Rap & Hip-Hop"
"2053","Live At Budokan","B000066HQE",2008,"Pop"
"2054","Back to Then","B000066HQD",2009,"Alternative Rock"
"2055","The Best of Anita Baker","B000066RM4",2002,"Blues"
"2056","High Society","B000066SHX",2002,"Alternative Rock"
"2057","This Side","B000066TPM",2006,"Country"
"2058","By the Way","B000067CPX",2010,"Alternative Rock"
"2059","No Stranger to Shame","B000067CPZ",2010,"Pop"
"2060","Beneath the Surface","B000067NW0",2002,"Pop"
"2061","Yeah Yeah Yeahs","B0000683N4",2008,"Alternative Rock"
"2062","Red Clay","B000068D1J",1987,"Jazz"
"2063","Don't Give Up on Me","B000068CTE",2008,"Alternative Rock"
"2064","Charango","B000068OSP",2002,"Alternative Rock"
"2065","Grit &amp; Grind","B000068PZQ",2002,"Rap & Hip-Hop"
"2066","The Lonely Position of Neutral","B000068Q64",2002,"Alternative Rock"
"2067","Sniper &amp; Other Love Songs","B000068TN3",2005,"Folk"
"2068","Gangster &amp; A Gentleman","B000068TND",2002,"Rap & Hip-Hop"
"2069","You Got My Mind Messed Up","B000069CIT",2013,"Blues"
"2070","Cannonball Takes Charge","B000069HG4",2002,"Jazz"
"2071","Presents G.H.E.T.T.O Stories","B000069HK1",2002,"Rap & Hip-Hop"
"2072","The Used","B000069HK2",2002,"Alternative Rock"
"2073","The Rising","B000069HKH",2002,"Folk"
"2074","Something About You","B000069KB1",2002,"Blues"
"2075","Welcome","B000069KI1",2008,"Pop"
"2076","Learning from Falling","B00006A6ZO",2002,"Blues"
"2077","Blacklisted","B00006BTC6",2007,"Alternative Rock"
"2078","Thug Holiday","B00006BTD5",2002,"Rap & Hip-Hop"
"2079","TURN ON THE BRIGHT LIGHTS [Vinyl]","B00006BTC7",2012,"Alternative Rock"
"2080","Irony Is a Dead Scene","B00006BXJY",2008,"Alternative Rock"
"2081","Dirty Dancing","B00006C2DI",2002,"Pop"
"2082","The Fix","B00006C2H3",2002,"Rap & Hip-Hop"
"2083","Green Street","B00006C77B",2002,"Jazz"
"2084","Bless the Martyr &amp; Kiss the Child","B00006CTE9",2002,"Alternative Rock"
"2085","Daylight","B00006F850",2007,"Folk"
"2086","Eve-Olution","B00006FR68",2002,"Rap & Hip-Hop"
