"","title","asin","genre","year","price","recommendation","sim"
"2463","My Homies 2","B000CRR3C4","Rap & Hip-Hop",2013,13.72,"World Is Yours",0.634938341609957
"2464","Thug Life: Volume 1","B000003AEH","Rap & Hip-Hop",1994,13.05,"R U Still Down",0.63456378780827
"2465","R U Still Down","B00000055E","Blues",2011,17.36,"Thug Life: Volume 1",0.63456378780827
"2466","The Rose That Grew From Concrete","B00004ZDV7","Rap & Hip-Hop",2000,19.52,"2Pac Live",0.634482248504133
"2467","2Pac Live","B0002739R2","Pop",2009,17.2,"The Rose That Grew From Concrete",0.634482248504133
"2468","Peachtree Road","B00061X95Q","Folk",2007,17.75,"11-17-70",0.634372396742878
"2469","11-17-70","B000001EGI","Folk",1996,9.94,"Peachtree Road",0.634372396742878
"2470","Weapons of Mass Destruction","B0006HC0OQ","Rap & Hip-Hop",2004,9.99,"Full Circle",0.634222115109796
"2471","Full Circle","B00000AW34","Rap & Hip-Hop",2006,15.43,"Weapons of Mass Destruction",0.634222115109796
"2472","Seventh Sojourn","B000001F60","Pop",1997,8.99,"On the Threshold of a Dream",0.633834345556425
"2473","On the Threshold of a Dream","B000002GQH","Pop",1997,11.49,"Seventh Sojourn",0.633834345556425
"2474","Sail Away","B000065DVA","Pop",2005,12.98,"Good Old Boys",0.633715460304206
"2475","Good Old Boys","B000002KC5","Alternative Rock",1990,17.59,"Sail Away",0.633715460304206
"2476","Midnight Lounge","B00005Q7SH","Pop",2001,31.29,"Affairs of the Heart",0.633697306696288
"2477","Affairs of the Heart","B000008M5D","Blues",1998,4.99,"Midnight Lounge",0.633697306696288
"2478","Let There Be Eve...Ruff Ryder's First Lady [Vinyl]","B00000K3W3","Rap & Hip-Hop",1999,4.85,"Eve-Olution",0.633664511436035
"2479","Eve-Olution","B00006FR68","Rap & Hip-Hop",2002,4.5,"Let There Be Eve...Ruff Ryder's First Lady [Vinyl]",0.633664511436035
"2480","John Denver's Greatest Hits","B000002W0Z","Country",1990,6.19,"Best of John Denver Live",0.633635304620444
"2481","Best of John Denver Live","B000002AHQ","Folk",1997,9.99,"John Denver's Greatest Hits",0.633635304620444
"2482","Tea for the Tillerman","B000002GFU","Folk",1990,29.39,"Catch Bull at Four",0.633384281303616
"2483","Catch Bull at Four","B00004VW0S","Folk",2000,7.98,"Tea for the Tillerman",0.633384281303616
"2484","Nu-Mixx Klazzics","B0000CD5F1","Rap & Hip-Hop",2009,12.03,"2Pac Greatest Hits",0.633188984487698
"2485","2Pac Greatest Hits","B00000FCBH","Pop",1998,21.79,"Nu-Mixx Klazzics",0.633188984487698
"2486","Jump Up","B000002OJ5","Other",1992,4.87,"Elton John's Greatest Hits, Volume 2",0.633155408337262
"2487","Elton John's Greatest Hits, Volume 2","B000001DVR","Folk",1992,9.99,"Jump Up",0.633155408337262
"2488","Leather Jackets","B000002OJ4","Pop",2007,14.98,"Elton John",0.633148878421941
"2489","Elton John","B000001EG6","Folk",1996,7.98,"Leather Jackets",0.633148878421941
"2490","Spirit","B000009S33","Country",2011,11.98,"0304",0.633079573324849
"2491","Spirit","B00000F1CY","Alternative Rock",1998,2.99,"0304",0.633079573324849
"2492","0304","B00008OWZE","Alternative Rock",2003,4.57,"Spirit",0.633079573324849
"2493","Somewhere Over China","B000002PCV","Country",1987,7.35,"Changes in Latitudes Changes in Attitudes",0.633010036056735
"2494","Changes in Latitudes Changes in Attitudes","B000002PBN","Country",1987,6.19,"Somewhere Over China",0.633010036056735
"2495","Made In England","B000001EDN","Pop",1995,14.53,"Caribou",0.632998168741185
"2496","Caribou","B000001DQG","Folk",1996,7.98,"Made In England",0.632998168741185
"2497","The Essential Johnny Cash","B00005Y1M2","Country",2002,11.88,"At Folsom Prison",0.63298172280403
"2498","At Folsom Prison","B000028U0Y","Country",1999,9.99,"The Essential Johnny Cash",0.63298172280403
"2499","Tears for Fears - Tears Roll Down: Greatest Hits 82-92","B000001DU5","Alternative Rock",2003,15.02,"Seeds of Love",0.632955546488047
"2500","Seeds of Love","B000001FQI","Alternative Rock",1989,9.49,"Tears for Fears - Tears Roll Down: Greatest Hits 82-92",0.632955546488047
"2501","Muddy Waters: The Anthology, 1947-1972","B00005NHLY","Blues",2001,24.75,"His Best 1947-55",0.632801880695571
"2502","His Best 1947-55","B000005KQH","Blues",1997,15.2,"Muddy Waters: The Anthology, 1947-1972",0.632801880695571
"2503","Let's Get It On [Deluxe Edition]","B00005O02R","Blues",2001,28.47,"Let's Get It on",0.632667890965877
"2504","Let's Get It on","B00007FOMQ","Blues",2003,4.99,"Let's Get It On [Deluxe Edition]",0.632667890965877
"2505","The B. Coming","B0000CC4VD","Rap & Hip-Hop",2005,9.99,"State Property Presents The Chain Gang Vol. 2",0.632626430313239
"2506","State Property Presents The Chain Gang Vol. 2","B0000AKY5P","Rap & Hip-Hop",2003,9.89,"The B. Coming",0.632626430313239
"2507","Nyana","B0000931QO","Pop",2010,16.81,"Just Be",0.632576049828625
"2508","Just Be","B00022XO9U","Pop",2010,27.88,"Nyana",0.632576049828625
"2509","Top Dogg","B00000IMGM","Rap & Hip-Hop",1999,9,"The Best of Snoop Dogg",0.632561739995495
"2510","The Best of Snoop Dogg","B000B5IOPM","Rap & Hip-Hop",2005,11.97,"Top Dogg",0.632561739995495
"2511","Wonderful","B000002TSU","Alternative Rock",1995,9.49,"Essential Adam Ant",0.632479557983557
"2512","Essential Adam Ant","B00008PX8O","Alternative Rock",2003,9.62,"Wonderful",0.632479557983557
"2513","Chalk Mark in a Rain Storm","B000000OQS","Folk",1990,9.49,"Both Sides Now",0.632421572048133
"2514","Both Sides Now","B000040OVH","Folk",2000,11.88,"Chalk Mark in a Rain Storm",0.632421572048133
"2515","Sound Affects","B000001FAG","Alternative Rock",2004,9.49,"All Mod Cons",0.632362865962201
"2516","All Mod Cons","B000006TZ8","Alternative Rock",2006,17.69,"Sound Affects",0.632362865962201
"2517","2Pac Live","B0002739R2","Pop",2009,17.2,"The Don Killuminati The 7 Day Theory",0.632210562646915
"2518","Spiderland","B0000019HU","Alternative Rock",1994,12.83,"Slint",0.632209214056013
"2519","Slint","B0000019KE","Alternative Rock",2010,8.7,"Spiderland",0.632209214056013
"2520","Todd Smith","B000EGFV4K","Rap & Hip-Hop",2006,9.99,"Mr Smith",0.632153021158592
"2521","Mr Smith","B0000024JD","Rap & Hip-Hop",1995,12.85,"Todd Smith",0.632153021158592
"2522","Like a Prayer","B000002LGQ","Pop",1989,6.35,"Bedtime Stories",0.632088003043148
"2523","Bedtime Stories","B000002MUW","Pop",1994,4.73,"Like a Prayer",0.632088003043148
"2524","Weapons of Mass Destruction","B0006HC0OQ","Rap & Hip-Hop",2004,9.99,"Man Vs Machine",0.632076800393108
"2525","Man Vs Machine","B00006L3IZ","Rap & Hip-Hop",2002,10.29,"Weapons of Mass Destruction",0.632076800393108
"2526","Volume 3: The Life &amp; Times of S Carter","B00003NHAR","Rap & Hip-Hop",1999,10.29,"Vol. 2, Hard Knock Life",0.631842167729818
"2527","Vol. 2, Hard Knock Life","B00000AFF9","Rap & Hip-Hop",1998,8,"Volume 3: The Life &amp; Times of S Carter",0.631842167729818
"2528","The Rose That Grew From Concrete","B00004ZDV7","Rap & Hip-Hop",2000,19.52,"Pac's Life",0.631836476635626
"2529","Pac's Life","B000JJRIO8","Rap & Hip-Hop",2006,10.98,"The Rose That Grew From Concrete",0.631836476635626
"2530","We Are the Streets","B0000457EA","Rap & Hip-Hop",2000,11.08,"Gangster &amp; A Gentleman",0.631675058505909
"2531","Gangster &amp; A Gentleman","B000068TND","Rap & Hip-Hop",2002,8.71,"We Are the Streets",0.631675058505909
"2532","Kings Record Shop","B0000026BA","Country",1990,9.99,"Hits 1979-1989",0.631500248580464
"2533","Hits 1979-1989","B0000026RS","Country",1990,9.99,"Kings Record Shop",0.631500248580464
"2534","Real Talk","B0002ZI9DS","Rap & Hip-Hop",2004,18.81,"Ghetto Fabolous",0.63147378099353
"2535","Ghetto Fabolous","B00005O6DS","Rap & Hip-Hop",2001,10.49,"Real Talk",0.63147378099353
"2536","To Our Children's Children's Children","B000002GQI","Pop",NA,9.49,"Seventh Sojourn",0.631366681481713
"2537","Seventh Sojourn","B000001F60","Pop",1997,8.99,"To Our Children's Children's Children",0.631366681481713
"2538","The Ghost of Tom Joad","B000002BFL","Folk",1995,11.99,"The Essential Bruce Springsteen",0.631279485601197
"2539","The Essential Bruce Springsteen","B0000E1ALR","Folk",2003,11.88,"The Ghost of Tom Joad",0.631279485601197
"2540","Off the Wall","B0000025F7","Blues",1990,9.99,"Bad",0.631190625855588
"2541","Bad","B00000269M","Blues",1990,34.99,"Off the Wall",0.631190625855588
"2542","Tales From the Punchbowl","B000001Y73","Alternative Rock",1995,7.35,"Sailing the Seas of Cheese",0.631062316296752
"2543","Sailing the Seas of Cheese","B000001Y57","Alternative Rock",NA,7.29,"Tales From the Punchbowl",0.631062316296752
"2544","Live at the Jazz Cafe","B000006XYR","Pop",1999,9.49,"Brown Sugar",0.630992726616944
"2545","Brown Sugar","B000002TWN","Pop",1995,7.98,"Live at the Jazz Cafe",0.630992726616944
"2546","Songs For Silverman","B0007WF1XC","Alternative Rock",2008,9.99,"Ben Folds Five",0.630964318753286
"2547","Ben Folds Five","B000000IDJ","Alternative Rock",1995,12.51,"Songs For Silverman",0.630964318753286
"2548","Storm Front","B00000DCHL","Pop",1998,19.48,"52nd Street",0.630934084339116
"2549","52nd Street","B0000025ED","Folk",NA,12.9,"Storm Front",0.630934084339116
"2550","Ill Na Na","B0000024LW","Rap & Hip-Hop",1996,10.98,"Broken Silence",0.630806681492676
"2551","Broken Silence","B00005K32I","Rap & Hip-Hop",2001,25,"Ill Na Na",0.630806681492676
"2552","Madman Across the Water","B000001EGC","Folk",1996,4.99,"Honky Ch&acirc;teau",0.630769035097013
"2553","Honky Ch&acirc;teau","B000001EGE","Folk",1996,7.98,"Madman Across the Water",0.630769035097013
"2554","Otis Blue","B000002IHD","Blues",1991,11.04,"In Person at the Whisky a Go Go",0.630739141268508
"2555","In Person at the Whisky a Go Go","B0000032EZ","Blues",1992,9.49,"Otis Blue",0.630739141268508
"2556","Restless","B000053GUO","Rap & Hip-Hop",2002,15.5,"At the Speed of Life",0.630670173275736
"2557","Restless","B000F0UV36","Rap & Hip-Hop",2013,11.58,"At the Speed of Life",0.630670173275736
"2558","At the Speed of Life","B00001IVOV","Rap & Hip-Hop",1999,13.98,"Restless",0.630670173275736
"2559","The Hurdy Gurdy Man","B0000024VQ","Folk",1988,11.98,"Barabajagal",0.630648607748967
"2560","Barabajagal","B0000024VV","Folk",1989,11.98,"The Hurdy Gurdy Man",0.630648607748967
"2561","Reg Strikes Back","B0000089FS","Other",2001,17.42,"Empty Sky",0.630464476870385
"2562","Empty Sky","B000001EG8","Alternative Rock",1996,7.98,"Reg Strikes Back",0.630464476870385
"2563","Murda Muzik","B00000JT4T","Rap & Hip-Hop",1999,7.15,"Hell on Earth",0.630436933186204
"2564","Hell on Earth","B000002X0Z","Rap & Hip-Hop",1996,9.99,"Murda Muzik",0.630436933186204
"2565","Jump Up","B000002OJ5","Other",1992,4.87,"21 At 33",0.630377954041807
"2566","21 At 33","B000002PBF","Other",2007,12.25,"Jump Up",0.630377954041807
"2567","Strictly 4 My N.I.G.G.A.Z.","B000005Z0G","Rap & Hip-Hop",1998,10.83,"Loyal to the Game",0.630261814953038
"2568","Loyal to the Game","B0006IGGLS","Pop",2004,9.68,"Strictly 4 My N.I.G.G.A.Z.",0.630261814953038
"2569","21 At 33","B000002PBF","Other",2007,12.25,"11-17-70",0.630232623694784
"2570","11-17-70","B000001EGI","Folk",1996,9.94,"21 At 33",0.630232623694784
"2571","Personal Best: The Harry Nilsson Anthology","B000002WPP","Folk",1995,16.47,"A Little Touch of Schmilsson in the Night",0.630192340819535
"2572","A Little Touch of Schmilsson in the Night","B000002W5F","Jazz",1990,29.12,"Personal Best: The Harry Nilsson Anthology",0.630192340819535
"2573","Nu-Mixx Klazzics","B0000CD5F1","Rap & Hip-Hop",2009,12.03,"All Eyez on Me",0.630180453667492
"2574","All Eyez on Me","B00000163G","Pop",1996,14.99,"Nu-Mixx Klazzics",0.630180453667492
"2575","E 1999 Eternal","B000003C3V","Pop",1995,3.02,"Btnhresurrection",0.630164127687281
"2576","Btnhresurrection","B00004OCFE","Pop",2004,11.22,"E 1999 Eternal",0.630164127687281
"2577","Wish","B000002HAJ","Alternative Rock",1992,26.29,"The Cure - Greatest Hits",0.629678107688346
"2578","The Cure - Greatest Hits","B00005R09Z","Alternative Rock",2001,12.39,"Wish",0.629678107688346
"2579","Under These Rocks &amp; Stones","B000002BTF","Folk",1997,8.99,"Ghost Stories",0.629675255042888
"2580","Ghost Stories","B000HC2OFK","Folk",2006,10.17,"Under These Rocks &amp; Stones",0.629675255042888
"2581","The Chess Box :Muddy Waters","B000002Q40","Blues",1989,38.72,"Folk Singer",0.62953933925452
"2582","Folk Singer","B00000JNOJ","Blues",1999,7.2,"The Chess Box :Muddy Waters",0.62953933925452
"2583","The Captain and the Kid","B000H7JDVI","Folk",2006,11.97,"Reg Strikes Back",0.629395391192246
"2584","Reg Strikes Back","B0000089FS","Other",2001,17.42,"The Captain and the Kid",0.629395391192246
"2585","Peachtree Road","B00061X95Q","Folk",2007,17.75,"Madman Across the Water",0.629185158374125
"2586","Madman Across the Water","B000001EGC","Folk",1996,4.99,"Peachtree Road",0.629185158374125
"2587","2Pac Live","B0002739R2","Pop",2009,17.2,"2pacalypse Now",0.628983924201769
"2588","2pacalypse Now","B000005Z0E","Rap & Hip-Hop",2011,11.18,"2Pac Live",0.628983924201769
"2589","Rufus","B000002OLW","Pop",1992,8.99,"Chaka",0.628488158119131
"2590","Chaka","B000002KJ4","Pop",1997,13.04,"Rufus",0.628488158119131
"2591","Don't Shoot Me I'm Only the Piano Player","B000001EG2","Folk",1996,7.98,"Captain Fantastic and the Brown Dirt Cowboy",0.628461383553538
"2592","Captain Fantastic and the Brown Dirt Cowboy","B000001EGA","Folk",1996,4.99,"Don't Shoot Me I'm Only the Piano Player",0.628461383553538
"2593","The Fix","B00006C2H3","Rap & Hip-Hop",2002,10.99,"Last of a Dying Breed",0.62837657792355
"2594","Last of a Dying Breed","B00004XT2W","Rap & Hip-Hop",2000,9.98,"The Fix",0.62837657792355
"2595","The Freedom Sessions [EP] [ENHANCED CD]","B000002VP3","Alternative Rock",1995,4.7,"Afterglow",0.628356549409949
"2596","Afterglow","B000002735","Pop",1990,59.99,"The Freedom Sessions [EP] [ENHANCED CD]",0.628356549409949
"2597","Afterglow","B0000C6E4D","Alternative Rock",2003,8.93,"The Freedom Sessions [EP] [ENHANCED CD]",0.628356549409949
"2598","Sleeping With the Past","B0000089FT","Pop",2001,13.82,"Don't Shoot Me I'm Only the Piano Player",0.628297087975167
"2599","Don't Shoot Me I'm Only the Piano Player","B000001EG2","Folk",1996,7.98,"Sleeping With the Past",0.628297087975167
"2600","The Big Picture","B000001EXB","Folk",1997,6.56,"Honky Ch&acirc;teau",0.628258803158456
"2601","Honky Ch&acirc;teau","B000001EGE","Folk",1996,7.98,"The Big Picture",0.628258803158456
"2602","Hey Jupiter","B000002JBB","Alternative Rock",2013,12.95,"Boys for Pele",0.628086152257632
"2603","Boys for Pele","B000002J88","Alternative Rock",1996,7.8,"Hey Jupiter",0.628086152257632
"2604","White Sport Coat &amp; Pink Crustacean","B000002PBW","Country",1987,7.39,"Volcano",0.627779455418634
"2605","Volcano","B000002NZR","Country",1988,7.39,"White Sport Coat &amp; Pink Crustacean",0.627779455418634
"2606","White Flag / Paris","B0000AKVHS","Folk",2003,1.29,"No Angel",0.627750700363078
"2607","No Angel","B00000IAU3","Folk",1999,8.8,"White Flag / Paris",0.627750700363078
"2608","Love Songs: A Compilation Old &amp; New","B000255LNE","Pop",2010,15.42,"Dance Into the Light",0.627681894168421
"2609","Dance Into the Light","B000002JB3","Pop",1996,6.71,"Love Songs: A Compilation Old &amp; New",0.627681894168421
"2610","Streisand Superman","B0000025AK","Pop",1990,4.74,"Butterfly",0.627431520662514
"2611","Butterfly","B00000252W","Pop",1990,25,"Streisand Superman",0.627431520662514
"2612","Thug Life: Volume 1","B000003AEH","Rap & Hip-Hop",1994,13.05,"All Eyez on Me",0.627275344056457
"2613","All Eyez on Me","B00000163G","Pop",1996,14.99,"Thug Life: Volume 1",0.627275344056457
"2614","Waiting for You","B000002MII","Country",1993,9.49,"Don Quixote",0.627258327036038
"2615","Don Quixote","B000002MSS","Country",1994,18.98,"Waiting for You",0.627258327036038
"2616","Leather Jackets","B000002OJ4","Pop",2007,14.98,"Empty Sky",0.626919049070338
"2617","Empty Sky","B000001EG8","Alternative Rock",1996,7.98,"Leather Jackets",0.626919049070338
"2618","Return of the Space Cowboy","B000002B0J","Alternative Rock",1995,8.4,"Dynamite",0.626906676606596
"2619","Dynamite","B000819PKC","Alternative Rock",2012,6.55,"Return of the Space Cowboy",0.626906676606596
"2620","One Night Only","B000051Y1V","Folk",2000,13.78,"Duets",0.626788334458648
"2621","Duets","B000002OQ6","Pop",1993,7.99,"One Night Only",0.626788334458648
"2622","Man Vs Machine","B00006L3IZ","Rap & Hip-Hop",2002,10.29,"At the Speed of Life",0.626725305700465
"2623","At the Speed of Life","B00001IVOV","Rap & Hip-Hop",1999,13.98,"Man Vs Machine",0.626725305700465
"2624","Ticket to Ride","B00000G3WX","Pop",1998,9.49,"Lovelines",0.626395430235428
"2625","Lovelines","B000002GFQ","Pop",1989,5.99,"Ticket to Ride",0.626395430235428
"2626","Naughty","B000007NCE","Pop",1998,9.49,"Chaka Khan",0.62636473072534
"2627","Chaka Khan","B0000071C2","Pop",1998,5,"Naughty",0.62636473072534
"2628","The Captain and the Kid","B000H7JDVI","Folk",2006,11.97,"Caribou",0.626355474334102
"2629","Caribou","B000001DQG","Folk",1996,7.98,"The Captain and the Kid",0.626355474334102
"2630","This Time","B000002MJ8","Country",1993,19.52,"Guitars Cadillacs Etc, Etc.",0.626342475394394
"2631","Guitars Cadillacs Etc, Etc.","B000002L8V","Country",2008,7.32,"This Time",0.626342475394394
"2632","Pretenders","B000002KO1","Alternative Rock",1990,9.05,"Learning to Crawl",0.626339176949097
"2633","Learning to Crawl","B000002KZQ","Alternative Rock",1990,11.49,"Pretenders",0.626339176949097
"2634","Undaground Legend","B00006GOA0","Rap & Hip-Hop",2002,25,"U Gotta Feel Me",0.626143716753037
"2635","U Gotta Feel Me","B0001MDPQ8","Rap & Hip-Hop",2004,12.99,"Undaground Legend",0.626143716753037
"2636","The Very Best of Aretha Franklin: The 60's","B00000337Z","Blues",1994,7.88,"So Damn Happy",0.62592575647408
"2637","So Damn Happy","B0000BXMZX","Blues",2003,12.99,"The Very Best of Aretha Franklin: The 60's",0.62592575647408
"2638","Travelling Without Moving","B000002BSG","Alternative Rock",1997,5.21,"Emergency on Planet Earth",0.625830072469267
"2639","Emergency on Planet Earth","B00000295A","Alternative Rock",2005,11.98,"Travelling Without Moving",0.625830072469267
"2640","Seventh Sojourn","B000001F60","Pop",1997,8.99,"Blue Jays",0.625629894620846
"2641","Blue Jays","B000001F6P","Pop",1987,10,"Seventh Sojourn",0.625629894620846
"2642","Ridin Dirty","B00000053Q","Blues",1996,9.24,"Dirty Money",0.625581759175716
"2643","Dirty Money","B00002EPH8","Rap & Hip-Hop",2001,10.27,"Ridin Dirty",0.625581759175716
"2644","Made in America","B00000G3X0","Pop",2009,18.75,"Kind of Hush",0.625545798990392
"2645","Kind of Hush","B00000G3WZ","Pop",1998,9.49,"Made in America",0.625545798990392
"2646","Too Low for Zero","B000009EJU","Folk",2001,19.52,"Caribou",0.625313755067724
"2647","Caribou","B000001DQG","Folk",1996,7.98,"Too Low for Zero",0.625313755067724
"2648","Positivity","B0000046UI","Jazz",1994,9.49,"100 Degrees &amp; Rising",0.625178394074098
"2649","100 Degrees &amp; Rising","B000001EFF","Jazz",1995,14.04,"Positivity",0.625178394074098
"2650","Both Sides Now","B000040OVH","Folk",2000,11.88,"Beginning of Survival",0.625137531136219
"2651","Beginning of Survival","B0002IQI9W","Folk",2004,13.75,"Both Sides Now",0.625137531136219
"2652","Until The End Of Time","B00005AKBN","Rap & Hip-Hop",2001,22.25,"Strictly 4 My N.I.G.G.A.Z.",0.625058102472453
"2653","Strictly 4 My N.I.G.G.A.Z.","B000005Z0G","Rap & Hip-Hop",1998,10.83,"Until The End Of Time",0.625058102472453
"2654","Volcano","B000002NZR","Country",1988,7.39,"Songs You Know by Heart : Jimmy Buffett's Greatest Hits",0.625046032420351
"2655","Terrorist Threats","B0000UJLJG","Rap & Hip-Hop",2003,13.55,"Bow Down",0.624849707469717
"2656","Bow Down","B000003ADA","Rap & Hip-Hop",1996,13,"Terrorist Threats",0.624849707469717
"2657","Wave","B000002G6J","Jazz",1989,11.95,"Francis Albert Sinatra &amp; Antonio Carlos Jobim",0.624704359297768
"2658","Francis Albert Sinatra &amp; Antonio Carlos Jobim","B000002K9P","Jazz",2000,9.49,"Wave",0.624704359297768
"2659","Word of Mouf","B00005R8EL","Rap & Hip-Hop",2001,12.11,"Release Therapy",0.624613797932138
"2660","Release Therapy","B000H30MYY","Rap & Hip-Hop",2006,9.55,"Word of Mouf",0.624613797932138
"2661","Jump Up","B000002OJ5","Other",1992,4.87,"11-17-70",0.624567309159574
"2662","11-17-70","B000001EGI","Folk",1996,9.94,"Jump Up",0.624567309159574
"2663","Rock in a Hard Place","B0000029B3","Pop",1993,32.37,"Aerosmith's Greatest Hits",0.624437194831117
"2664","Aerosmith's Greatest Hits","B0000029B0","Pop",1993,4.99,"Rock in a Hard Place",0.624437194831117
"2665","Full Circle","B00000AW34","Rap & Hip-Hop",2006,15.43,"At the Speed of Life",0.624198924681621
"2666","At the Speed of Life","B00001IVOV","Rap & Hip-Hop",1999,13.98,"Full Circle",0.624198924681621
"2667","Too Hard to Swallow","B0000004ZO","Blues",1992,9.91,"Ridin Dirty",0.624152223574501
"2668","Ridin Dirty","B00000053Q","Blues",1996,9.24,"Too Hard to Swallow",0.624152223574501
"2669","The Essential Johnny Cash","B00005Y1M2","Country",2002,11.88,"American Recordings",0.624126025951926
"2670","American Recordings","B000009QPA","Country",1998,9.49,"The Essential Johnny Cash",0.624126025951926
"2671","Rock N Soul Part 1","B000CNE128","Alternative Rock",2006,9.99,"Big Bam Boom",0.624005043158248
"2672","Big Bam Boom","B000002WZM","Alternative Rock",1996,8.99,"Rock N Soul Part 1",0.624005043158248
"2673","Big Bam Boom","B0002ADWCQ","Alternative Rock",2004,14.19,"Rock N Soul Part 1",0.624005043158248
"2674","Too Low for Zero","B000009EJU","Folk",2001,19.52,"Don't Shoot Me I'm Only the Piano Player",0.623988673385552
"2675","Don't Shoot Me I'm Only the Piano Player","B000001EG2","Folk",1996,7.98,"Too Low for Zero",0.623988673385552
"2676","Hey Jupiter","B000002JBB","Alternative Rock",2013,12.95,"Tales of a Librarian: A Tori Amos Collection Bonus DVD",0.623983337498819
"2677","Smokin at the Half Note","B0006VXF4G","Jazz",2005,13.96,"Movin Wes",0.623917018184894
"2678","Movin Wes","B0000047D2","Jazz",1997,9.49,"Smokin at the Half Note",0.623917018184894
"2679","Elton John's Greatest Hits, Volume 2","B000001DVR","Folk",1992,9.99,"21 At 33",0.623697170473038
"2680","21 At 33","B000002PBF","Other",2007,12.25,"Elton John's Greatest Hits, Volume 2",0.623697170473038
"2681","Ken Burns JAZZ Collection: Ornette Coleman","B000050HVX","Jazz",2000,3.99,"Change of the Century",0.623564858064295
"2682","Change of the Century","B000002IIL","Jazz",1992,6.63,"Ken Burns JAZZ Collection: Ornette Coleman",0.623564858064295
"2683","The Red Light District","B00065JTAQ","Rap & Hip-Hop",2010,9.91,"Release Therapy",0.623558299378158
"2684","Release Therapy","B000H30MYY","Rap & Hip-Hop",2006,9.55,"The Red Light District",0.623558299378158
"2685","True Colors","B00000266K","Alternative Rock",1990,6.69,"Body Acoustic",0.623456325007863
"2686","Body Acoustic","B000CDSS2M","Alternative Rock",2005,13.99,"True Colors",0.623456325007863
"2687","The Captain and the Kid","B000H7JDVI","Folk",2006,11.97,"One Night Only",0.623373551127582
"2688","One Night Only","B000051Y1V","Folk",2000,13.78,"The Captain and the Kid",0.623373551127582
"2689","Strictly 4 My N.I.G.G.A.Z.","B000005Z0G","Rap & Hip-Hop",1998,10.83,"All Eyez on Me",0.623138568514573
"2690","All Eyez on Me","B00000163G","Pop",1996,14.99,"Strictly 4 My N.I.G.G.A.Z.",0.623138568514573
"2691","In the Clear","B0007GAEIU","Alternative Rock",2011,12.98,"Guest Room",0.623124519441977
"2692","Guest Room","B00006IZOD","Alternative Rock",2009,15.41,"In the Clear",0.623124519441977
"2693","Joan Baez","B00005MKGM","Folk",2001,17.2,"In Concert 1",0.62296892335581
"2694","In Concert 1","B000000EE2","Folk",1990,9.49,"Joan Baez",0.62296892335581
"2695","Transcendental Blues","B00004S9AN","Country",2004,4.99,"Ain't Ever Satisfied: The Steve Earle Collection",0.622880064949098
"2696","Ain't Ever Satisfied: The Steve Earle Collection","B000002PFV","Country",1996,22.35,"Transcendental Blues",0.622880064949098
"2697","Live Bootleg","B0000029AW","Pop",1993,9.86,"Draw the Line",0.622872016558504
"2698","Draw the Line","B0000029AU","Pop",1993,8.99,"Live Bootleg",0.622872016558504
"2699","Thug Life: Volume 1","B000003AEH","Rap & Hip-Hop",1994,13.05,"2pacalypse Now",0.62284717230762
"2700","2pacalypse Now","B000005Z0E","Rap & Hip-Hop",2011,11.18,"Thug Life: Volume 1",0.62284717230762
"2701","Octave","B000001F6G","Pop",1990,13.99,"A Question of Balance",0.622732014810476
"2702","A Question of Balance","B000001F6A","Pop",1987,17.99,"Octave",0.622732014810476
"2703","Living &amp; Dying in 3/4 Time","B000002PBH","Country",1989,7.5,"Last Mango in Paris",0.622555456222839
"2704","Last Mango in Paris","B000002PCM","Country",1987,12.11,"Living &amp; Dying in 3/4 Time",0.622555456222839
"2705","Every Day Is A New Day","B00000IP8G","Pop",1999,9.98,"Diana",0.622548599950855
"2706","Diana","B00000J2RG","Pop",2006,6.97,"Every Day Is A New Day",0.622548599950855
"2707","Provocative","B000001AKR","Blues",1993,8.99,"Let's Get the Mood Right",0.622542879000328
"2708","Let's Get the Mood Right","B000001AAT","Blues",1996,7.44,"Provocative",0.622542879000328
"2709","One Night Only","B000051Y1V","Folk",2000,13.78,"Jump Up",0.622478406064066
"2710","Jump Up","B000002OJ5","Other",1992,4.87,"One Night Only",0.622478406064066
"2711","The Red Light District","B00065JTAQ","Rap & Hip-Hop",2010,9.91,"Chicken N Beer",0.622452869612545
"2712","Chicken N Beer","B0000AQS1A","Rap & Hip-Hop",2003,10.29,"The Red Light District",0.622452869612545
"2713","Sign O the Times","B000002LBM","Alternative Rock",1987,14.79,"Prince",0.622443520944995
"2714","Prince","B000002KKN","Pop",2008,5.99,"Sign O the Times",0.622443520944995
"2715","The Hardest Way to Make an Easy Living","B000EQ46KA","Rap & Hip-Hop",2006,15.16,"A Grand Don't Come for Free",0.622249527884574
"2716","A Grand Don't Come for Free","B0001XARU4","Rap & Hip-Hop",2004,11.47,"The Hardest Way to Make an Easy Living",0.622249527884574
"2717","Grand Champ","B0000C421G","Rap & Hip-Hop",2003,11.38,"Flesh of My Flesh, Blood of My Blood",0.621770715392675
"2718","Flesh of My Flesh, Blood of My Blood","B00000G3X7","Rap & Hip-Hop",1998,12.82,"Grand Champ",0.621770715392675
"2719","Under the Pink","B000002IXU","Alternative Rock",1994,12.25,"Boys for Pele",0.621671782672396
"2720","Boys for Pele","B000002J88","Alternative Rock",1996,7.8,"Under the Pink",0.621671782672396
"2721","Touch","B0000CFXNQ","Alternative Rock",2005,19,"The Ultimate Collection",0.621638956254614
