"","asin","Alternative Rock","Blues","Country","Folk","Jazz","Other","Pop","Rap & Hip-Hop","Rock"
"996","B000002OQ3",0,1,0,0,0,0,0,0,0
"997","B000002OQ6",0,0,0,0,0,0,1,0,0
"998","B000002OQH",0,1,0,0,0,0,0,0,0
"999","B000002OQU",0,0,0,1,0,0,0,0,0
"1000","B000002OR0",0,0,1,0,0,0,0,0,0
"1001","B000002OS8",0,0,1,0,0,0,0,0,0
"1002","B000002OU3",0,1,0,0,0,0,0,0,0
"1003","B000002OVJ",1,0,0,0,0,0,0,0,0
"1004","B000002OWD",0,0,1,0,0,0,0,0,0
"1005","B000002OWN",0,0,1,0,0,0,0,0,0
"1006","B000002OWQ",0,1,0,0,0,0,0,0,0
"1007","B000002OYB",0,0,0,0,0,0,1,0,0
"1008","B000002OZS",1,0,0,0,0,0,0,0,0
"1009","B000002P1B",0,0,1,0,0,0,0,0,0
"1010","B000002P22",1,0,0,0,0,0,0,0,0
"1011","B000002P2E",0,1,0,0,0,0,0,0,0
"1012","B000002P3W",1,0,0,0,0,0,0,0,0
"1013","B000002P5R",0,0,0,0,0,0,0,0,1
"1014","B000002P5W",0,0,0,0,0,0,1,0,0
"1015","B000002P64",0,1,0,0,0,0,0,0,0
"1016","B000002P8G",0,0,1,0,0,0,0,0,0
"1017","B000002P8I",0,1,0,0,0,0,0,0,0
"1018","B000002PAF",0,1,0,0,0,0,0,0,0
"1019","B000002PAW",1,0,0,0,0,0,0,0,0
"1020","B000002PB1",0,1,0,0,0,0,0,0,0
"1021","B000002PBC",0,0,0,0,0,0,1,0,0
"1022","B000002PBF",0,0,0,0,0,1,0,0,0
"1023","B000002PBH",0,0,1,0,0,0,0,0,0
"1024","B000002PBN",0,0,1,0,0,0,0,0,0
"1025","B000002PBO",0,0,0,0,0,0,1,0,0
"1026","B000002PBS",0,0,0,0,0,0,1,0,0
"1027","B000002PBW",0,0,1,0,0,0,0,0,0
"1028","B000002PBX",0,0,1,0,0,0,0,0,0
"1029","B000002PBY",0,0,1,0,0,0,0,0,0
"1030","B000002PBZ",0,0,1,0,0,0,0,0,0
"1031","B000002PC1",0,0,1,0,0,0,0,0,0
"1032","B000002PCM",0,0,1,0,0,0,0,0,0
"1033","B000002PCN",0,0,0,0,0,0,1,0,0
"1034","B000002PCQ",0,1,0,0,0,0,0,0,0
"1035","B000002PCV",0,0,1,0,0,0,0,0,0
"1036","B000002PD7",0,0,0,0,0,0,1,0,0
"1037","B000002PD8",0,0,0,0,0,0,1,0,0
"1038","B000002PEJ",0,0,1,0,0,0,0,0,0
"1039","B000002PER",0,1,0,0,0,0,0,0,0
"1040","B000002PFC",0,0,0,0,0,0,1,0,0
"1041","B000002PFV",0,0,1,0,0,0,0,0,0
"1042","B000002PH1",0,0,0,0,0,0,1,0,0
"1043","B000002PH8",0,0,1,0,0,0,0,0,0
"1044","B000002PHA",0,1,0,0,0,0,0,0,0
"1045","B000002PHQ",0,1,0,0,0,0,0,0,0
"1046","B000002PHV",0,0,0,0,0,0,1,0,0
"1047","B000002Q40",0,1,0,0,0,0,0,0,0
"1048","B000002Q7A",1,0,0,0,0,0,0,0,0
"1049","B000002Q7Y",0,0,0,0,0,0,1,0,0
"1050","B000002Q88",0,0,0,0,0,0,1,0,0
"1051","B000002QMB",0,0,0,0,0,0,1,0,0
"1052","B000002QTD",0,0,0,0,0,0,1,0,0
"1053","B000002QW2",0,0,0,0,0,0,1,0,0
"1054","B000002R0O",0,0,0,0,0,0,1,0,0
"1055","B000002R0P",0,0,0,0,0,0,1,0,0
"1056","B000002R0R",0,0,0,0,0,0,1,0,0
"1057","B000002R0S",0,0,0,0,0,0,1,0,0
"1058","B000002R0W",1,0,0,0,0,0,0,0,0
"1059","B000002R26",0,1,0,0,0,0,0,0,0
"1060","B000002R29",0,0,0,0,0,0,1,0,0
"1061","B000002R4Q",0,0,0,0,1,0,0,0,0
"1062","B000002R4S",0,0,0,0,1,0,0,0,0
"1063","B000002R9X",0,0,0,0,0,0,1,0,0
"1064","B000002T0V",0,0,0,0,0,0,1,0,0
"1065","B000002TGF",0,0,0,0,0,0,1,0,0
"1066","B000002TNC",0,1,0,0,0,0,0,0,0
"1067","B000002TO4",1,0,0,0,0,0,0,0,0
"1068","B000002TP7",1,0,0,0,0,0,0,0,0
"1069","B000002TQS",1,0,0,0,0,0,0,0,0
"1070","B000002TSU",1,0,0,0,0,0,0,0,0
"1071","B000002TWN",0,0,0,0,0,0,1,0,0
"1072","B000002TYO",0,0,0,1,0,0,0,0,0
"1073","B000002U3B",1,0,0,0,0,0,0,0,0
"1074","B000002U4U",0,0,0,0,0,0,1,0,0
"1075","B000002U84",1,0,0,0,0,0,0,0,0
"1076","B000002U8M",0,0,0,0,0,0,1,0,0
"1077","B000002UBL",0,0,0,0,0,0,1,0,0
"1078","B000002UBU",0,0,0,1,0,0,0,0,0
"1079","B000002UCL",0,0,0,0,0,0,1,0,0
"1080","B000002UE9",0,0,0,0,0,0,1,0,0
"1081","B000002UFV",0,0,0,1,0,0,0,0,0
"1082","B000002ULS",1,0,0,0,0,0,0,0,0
"1083","B000002UP9",0,1,0,0,0,0,0,0,0
"1084","B000002UPA",0,0,0,0,0,0,1,0,0
"1085","B000002UPC",0,1,0,0,0,0,0,0,0
"1086","B000002UQN",0,1,0,0,0,0,0,0,0
"1087","B000002UQX",0,0,0,1,0,0,0,0,0
"1088","B000002UST",1,0,0,0,0,0,0,0,0
"1089","B000002UUF",0,0,0,1,0,0,0,0,0
"1090","B000002UUM",0,0,0,0,0,0,1,0,0
"1091","B000002UXM",0,1,0,0,0,0,0,0,0
"1092","B000002UZR",0,0,0,0,1,0,0,0,0
"1093","B000002V1I",1,0,0,0,0,0,0,0,0
"1094","B000002VC3",0,0,0,0,0,0,1,0,0
"1095","B000002VCN",1,0,0,0,0,0,0,0,0
"1096","B000002VCZ",0,0,0,0,0,0,0,0,1
"1097","B000002VEN",0,0,0,1,0,0,0,0,0
"1098","B000002VFA",0,0,0,0,0,0,1,0,0
"1099","B000002VFW",0,0,0,0,0,0,1,0,0
"1100","B000002VGE",0,0,0,1,0,0,0,0,0
"1101","B000002VH6",0,0,0,0,0,0,1,0,0
"1102","B000002VHQ",0,0,0,1,0,0,0,0,0
"1103","B000002VKW",1,0,0,0,0,0,0,0,0
"1104","B000002VL5",0,1,0,0,0,0,0,0,0
"1105","B000002VLB",1,0,0,0,0,0,0,0,0
"1106","B000002VMH",0,0,0,0,0,0,1,0,0
"1107","B000002VMJ",0,0,0,0,0,0,1,0,0
"1108","B000002VN7",1,0,0,0,0,0,0,0,0
"1109","B000002VOS",0,0,0,0,0,0,1,0,0
"1110","B000002VOU",0,0,0,0,0,0,1,0,0
"1111","B000002VOY",0,0,0,0,0,0,1,0,0
"1112","B000002VP3",1,0,0,0,0,0,0,0,0
"1113","B000002VRQ",0,0,0,0,0,0,1,0,0
"1114","B000002VS3",0,1,0,0,0,0,0,0,0
"1115","B000002VS5",1,0,0,0,0,0,0,0,0
"1116","B000002VSH",0,0,0,0,0,0,1,0,0
"1117","B000002VSY",0,0,0,0,0,0,1,0,0
"1118","B000002VT3",0,0,0,0,0,0,1,0,0
"1119","B000002VT6",1,0,0,0,0,0,0,0,0
"1120","B000002VTL",0,0,0,0,0,0,1,0,0
"1121","B000002VTP",0,0,0,1,0,0,0,0,0
"1122","B000002VTV",0,0,0,0,0,0,1,0,0
"1123","B000002VUG",1,0,0,0,0,0,0,0,0
"1124","B000002W0Z",0,0,1,0,0,0,0,0,0
"1125","B000002W21",0,1,0,0,0,0,0,0,0
"1126","B000002W5F",0,0,0,0,1,0,0,0,0
"1127","B000002W6H",0,0,1,0,0,0,0,0,0
"1128","B000002W6Q",0,0,0,1,0,0,0,0,0
"1129","B000002W70",0,1,0,0,0,0,0,0,0
"1130","B000002W79",1,0,0,0,0,0,0,0,0
"1131","B000002W7N",0,0,0,0,0,0,1,0,0
"1132","B000002W7R",0,0,0,1,0,0,0,0,0
"1133","B000002W7S",0,0,1,0,0,0,0,0,0
"1134","B000002W7V",0,0,0,1,0,0,0,0,0
"1135","B000002W7W",0,0,1,0,0,0,0,0,0
"1136","B000002W8I",1,0,0,0,0,0,0,0,0
"1137","B000002W93",0,0,0,1,0,0,0,0,0
"1138","B000002WA5",1,0,0,0,0,0,0,0,0
"1139","B000002WCG",0,0,1,0,0,0,0,0,0
"1140","B000002WCL",1,0,0,0,0,0,0,0,0
"1141","B000002WD4",0,0,0,1,0,0,0,0,0
"1142","B000002WEA",0,0,0,1,0,0,0,0,0
"1143","B000002WF8",0,0,0,1,0,0,0,0,0
"1144","B000002WPK",1,0,0,0,0,0,0,0,0
"1145","B000002WPP",0,0,0,1,0,0,0,0,0
"1146","B000002WR5",0,0,0,0,0,0,0,1,0
"1147","B000002WVU",0,1,0,0,0,0,0,0,0
"1148","B000002WYW",0,0,0,0,0,0,0,1,0
"1149","B000002WZM",1,0,0,0,0,0,0,0,0
"1150","B000002X0Z",0,0,0,0,0,0,0,1,0
"1151","B000002X1I",0,0,0,0,0,0,1,0,0
"1152","B000002X27",0,0,1,0,0,0,0,0,0
"1153","B000002X40",1,0,0,0,0,0,0,0,0
"1154","B000002ZCC",0,0,0,1,0,0,0,0,0
"1155","B000002ZD5",1,0,0,0,0,0,0,0,0
"1156","B000003114",0,0,0,0,0,0,0,1,0
"1157","B0000032EZ",0,1,0,0,0,0,0,0,0
"1158","B0000032GH",0,0,0,0,0,0,1,0,0
"1159","B0000032HM",0,0,0,0,1,0,0,0,0
"1160","B0000032UK",0,0,0,0,0,0,1,0,0
"1161","B0000032UL",0,0,0,0,0,0,1,0,0
"1162","B0000032UW",0,1,0,0,0,0,0,0,0
"1163","B0000032V8",0,1,0,0,0,0,0,0,0
"1164","B0000032XU",0,0,0,0,1,0,0,0,0
"1165","B0000032XY",0,1,0,0,0,0,0,0,0
"1166","B0000032Y0",0,1,0,0,0,0,0,0,0
"1167","B0000032ZS",0,1,0,0,0,0,0,0,0
"1168","B0000032ZU",0,1,0,0,0,0,0,0,0
"1169","B00000331N",0,1,0,0,0,0,0,0,0
"1170","B00000335I",0,1,0,0,0,0,0,0,0
"1171","B00000335J",0,1,0,0,0,0,0,0,0
"1172","B00000335K",0,1,0,0,0,0,0,0,0
"1173","B00000335L",0,1,0,0,0,0,0,0,0
"1174","B00000335M",0,1,0,0,0,0,0,0,0
"1175","B00000337G",0,1,0,0,0,0,0,0,0
"1176","B00000337Z",0,1,0,0,0,0,0,0,0
"1177","B000003381",0,0,0,0,0,0,1,0,0
"1178","B0000033E5",0,0,0,0,0,0,1,0,0
"1179","B0000033FZ",0,0,0,0,0,0,1,0,0
"1180","B0000033G0",0,0,0,0,0,0,1,0,0
"1181","B0000033GN",0,0,0,0,0,0,1,0,0
"1182","B0000033K4",0,0,0,0,0,0,0,1,0
"1183","B000003439",0,0,0,0,0,0,1,0,0
"1184","B0000035DC",0,0,0,0,0,0,1,0,0
"1185","B0000035F5",1,0,0,0,0,0,0,0,0
"1186","B0000035FO",1,0,0,0,0,0,0,0,0
"1187","B0000035HB",1,0,0,0,0,0,0,0,0
"1188","B0000036RP",1,0,0,0,0,0,0,0,0
"1189","B0000036TL",1,0,0,0,0,0,0,0,0
"1190","B0000036UW",1,0,0,0,0,0,0,0,0
"1191","B0000036XD",1,0,0,0,0,0,0,0,0
"1192","B0000039Q3",0,0,0,0,0,0,0,1,0
"1193","B0000039QA",0,0,0,0,0,0,0,1,0
"1194","B0000039QD",0,0,0,0,0,0,0,1,0
"1195","B0000039QI",0,1,0,0,0,0,0,0,0
"1196","B000003AB1",0,1,0,0,0,0,0,0,0
"1197","B000003AB5",0,0,0,0,0,0,0,1,0
"1198","B000003ADA",0,0,0,0,0,0,0,1,0
"1199","B000003AEH",0,0,0,0,0,0,0,1,0
"1200","B000003AEK",0,0,0,0,0,0,0,1,0
"1201","B000003AG8",0,0,0,0,0,0,0,1,0
"1202","B000003AGB",0,0,0,0,0,0,0,1,0
"1203","B000003AGE",0,0,0,0,0,0,1,0,0
"1204","B000003AHB",0,0,0,0,0,0,0,1,0
"1205","B000003B37",0,0,0,0,0,0,1,0,0
"1206","B000003B3T",0,0,0,0,0,0,1,0,0
"1207","B000003B54",0,1,0,0,0,0,0,0,0
"1208","B000003B5B",0,0,0,0,0,0,0,1,0
"1209","B000003B5O",0,0,0,0,0,0,0,1,0
"1210","B000003B6G",0,0,0,0,0,0,0,1,0
"1211","B000003B6J",0,0,0,0,0,0,0,1,0
"1212","B000003B6U",0,0,0,0,0,0,0,1,0
"1213","B000003B6X",0,0,0,0,0,0,0,1,0
"1214","B000003B7W",0,0,0,0,0,0,0,1,0
"1215","B000003B7Z",0,1,0,0,0,0,0,0,0
"1216","B000003B8F",0,0,0,0,0,0,0,1,0
"1217","B000003BCX",0,1,0,0,0,0,0,0,0
"1218","B000003BD7",0,0,0,0,0,0,0,0,1
"1219","B000003BGM",1,0,0,0,0,0,0,0,0
"1220","B000003BZ2",0,0,0,0,0,0,0,1,0
"1221","B000003C3D",0,1,0,0,0,0,0,0,0
"1222","B000003C3Q",0,0,0,0,0,0,1,0,0
"1223","B000003C3V",0,0,0,0,0,0,1,0,0
"1224","B000003CLS",1,0,0,0,0,0,0,0,0
"1225","B000003GCK",1,0,0,0,0,0,0,0,0
"1226","B000003GZA",0,0,0,0,0,0,1,0,0
"1227","B000003JB3",0,0,0,0,0,0,1,0,0
"1228","B000003JBM",0,0,0,0,1,0,0,0,0
"1229","B000003JCL",0,0,0,0,1,0,0,0,0
"1230","B000003JCV",0,0,0,0,0,0,0,1,0
"1231","B000003JCY",1,0,0,0,0,0,0,0,0
"1232","B000003JD3",1,0,0,0,0,0,0,0,0
"1233","B000003JD7",0,1,0,0,0,0,0,0,0
"1234","B000003JDG",0,0,0,0,0,0,0,1,0
"1235","B000003KX2",1,0,0,0,0,0,0,0,0
"1236","B000003L0Y",1,0,0,0,0,0,0,0,0
"1237","B000003MU1",1,0,0,0,0,0,0,0,0
"1238","B000003MU3",1,0,0,0,0,0,0,0,0
"1239","B000003MU4",1,0,0,0,0,0,0,0,0
"1240","B000003MVT",1,0,0,0,0,0,0,0,0
"1241","B000003N4Y",0,0,1,0,0,0,0,0,0
"1242","B000003N7C",0,0,0,0,1,0,0,0,0
"1243","B000003N7W",0,0,0,0,1,0,0,0,0
"1244","B000003N8P",0,0,0,0,1,0,0,0,0
"1245","B000003N8Q",0,0,0,0,1,0,0,0,0
"1246","B000003N94",0,0,0,0,1,0,0,0,0
"1247","B000003PH0",0,0,0,0,0,0,1,0,0
"1248","B000003RN0",1,0,0,0,0,0,0,0,0
"1249","B000003RSF",1,0,0,0,0,0,0,0,0
"1250","B000003RZ5",0,0,0,0,0,0,1,0,0
"1251","B000003S7Y",0,0,0,0,0,0,0,1,0
"1252","B000003TA0",1,0,0,0,0,0,0,0,0
"1253","B000003TA7",1,0,0,0,0,0,0,0,0
"1254","B000003TAW",1,0,0,0,0,0,0,0,0
"1255","B000003TBW",1,0,0,0,0,0,0,0,0
"1256","B000003TBY",1,0,0,0,0,0,0,0,0
"1257","B000003TQM",1,0,0,0,0,0,0,0,0
"1258","B000003Z3W",0,0,0,0,0,0,1,0,0
"1259","B000003ZGY",1,0,0,0,0,0,0,0,0
"1260","B0000046LR",0,0,0,0,1,0,0,0,0
"1261","B0000046MX",0,0,0,0,1,0,0,0,0
"1262","B0000046NG",0,0,0,0,1,0,0,0,0
"1263","B0000046QZ",0,0,0,0,1,0,0,0,0
"1264","B0000046UI",0,0,0,0,1,0,0,0,0
"1265","B0000046XC",0,0,0,0,1,0,0,0,0
"1266","B0000046YR",0,0,0,0,1,0,0,0,0
"1267","B00000478H",0,0,0,0,1,0,0,0,0
"1268","B0000047CX",0,0,0,0,1,0,0,0,0
"1269","B0000047CY",0,0,0,0,1,0,0,0,0
"1270","B0000047CZ",0,0,0,0,1,0,0,0,0
"1271","B0000047D2",0,0,0,0,1,0,0,0,0
"1272","B0000047D3",0,0,0,0,1,0,0,0,0
"1273","B0000047DV",0,0,0,0,1,0,0,0,0
"1274","B0000047RY",0,1,0,0,0,0,0,0,0
"1275","B000004B2N",1,0,0,0,0,0,0,0,0
"1276","B000004B9T",1,0,0,0,0,0,0,0,0
"1277","B00000581V",1,0,0,0,0,0,0,0,0
"1278","B0000058ME",1,0,0,0,0,0,0,0,0
"1279","B0000058MQ",1,0,0,0,0,0,0,0,0
"1280","B0000058MS",1,0,0,0,0,0,0,0,0
"1281","B0000058MX",1,0,0,0,0,0,0,0,0
"1282","B0000058MY",1,0,0,0,0,0,0,0,0
"1283","B000005AM7",0,0,0,0,0,0,0,1,0
"1284","B000005AXT",0,0,0,0,0,0,0,1,0
"1285","B000005AY3",0,0,0,0,0,0,0,1,0
"1286","B000005B04",0,1,0,0,0,0,0,0,0
"1287","B000005BBJ",1,0,0,0,0,0,0,0,0
"1288","B000005BOK",0,1,0,0,0,0,0,0,0
"1289","B000005CEE",1,0,0,0,0,0,0,0,0
"1290","B000005CEU",0,1,0,0,0,0,0,0,0
"1291","B000005DQQ",0,0,0,0,0,0,0,1,0
"1292","B000005DQU",0,0,0,0,0,0,1,0,0
"1293","B000005ENT",1,0,0,0,0,0,0,0,0
"1294","B000005GIU",0,0,0,0,0,0,1,0,0
"1295","B000005GW2",0,0,0,0,1,0,0,0,0
"1296","B000005GWF",0,1,0,0,0,0,0,0,0
"1297","B000005GY5",0,0,0,0,1,0,0,0,0
"1298","B000005H3A",0,0,0,0,1,0,0,0,0
"1299","B000005H3B",1,0,0,0,0,0,0,0,0
"1300","B000005H4L",0,0,0,0,1,0,0,0,0
"1301","B000005H4M",0,1,0,0,0,0,0,0,0
"1302","B000005H7J",0,0,0,0,1,0,0,0,0
"1303","B000005H9J",0,0,0,0,1,0,0,0,0
"1304","B000005HC8",0,1,0,0,0,0,0,0,0
"1305","B000005HCH",0,0,0,0,1,0,0,0,0
"1306","B000005HCM",0,0,0,0,1,0,0,0,0
"1307","B000005HCT",0,0,0,0,1,0,0,0,0
"1308","B000005HD6",0,0,0,0,1,0,0,0,0
"1309","B000005HF9",0,0,0,0,1,0,0,0,0
"1310","B000005HN6",0,0,0,0,0,1,0,0,0
"1311","B000005HNA",0,0,0,0,0,1,0,0,0
"1312","B000005HSW",0,0,0,0,0,0,0,1,0
"1313","B000005HT5",0,1,0,0,0,0,0,0,0
"1314","B000005IL1",0,0,0,0,0,0,1,0,0
"1315","B000005ILF",0,0,0,0,0,0,1,0,0
"1316","B000005IRM",0,0,0,0,0,0,1,0,0
"1317","B000005IS1",1,0,0,0,0,0,0,0,0
"1318","B000005ITY",0,0,0,1,0,0,0,0,0
"1319","B000005IU0",0,0,0,1,0,0,0,0,0
"1320","B000005J38",0,0,0,0,0,0,1,0,0
"1321","B000005J5P",1,0,0,0,0,0,0,0,0
"1322","B000005J7X",0,0,0,0,0,0,1,0,0
"1323","B000005JAT",1,0,0,0,0,0,0,0,0
"1324","B000005JFP",1,0,0,0,0,0,0,0,0
"1325","B000005JJ3",0,0,0,0,0,0,1,0,0
"1326","B000005JN8",0,0,0,1,0,0,0,0,0
"1327","B000005KPD",0,0,0,0,0,0,1,0,0
"1328","B000005KQH",0,1,0,0,0,0,0,0,0
"1329","B000005MLZ",0,0,0,0,0,0,0,1,0
"1330","B000005RHR",0,0,0,0,0,0,1,0,0
"1331","B000005RMY",1,0,0,0,0,0,0,0,0
"1332","B000005RXI",0,0,0,1,0,0,0,0,0
"1333","B000005RYN",1,0,0,0,0,0,0,0,0
"1334","B000005S0D",0,0,0,0,0,0,1,0,0
"1335","B000005S34",1,0,0,0,0,0,0,0,0
"1336","B000005S5N",1,0,0,0,0,0,0,0,0
"1337","B000005Z0E",0,0,0,0,0,0,0,1,0
"1338","B000005Z0G",0,0,0,0,0,0,0,1,0
"1339","B00000603H",0,0,0,0,0,0,0,1,0
"1340","B00000603N",0,1,0,0,0,0,0,0,0
"1341","B000006041",0,0,0,0,0,0,0,1,0
"1342","B000006045",0,0,0,0,0,1,0,0,0
"1343","B00000604A",0,0,0,0,0,0,0,1,0
"1344","B0000060LU",1,0,0,0,0,0,0,0,0
"1345","B0000060NB",0,0,0,0,0,0,1,0,0
"1346","B0000060NH",0,1,0,0,0,0,0,0,0
"1347","B0000060NL",0,1,0,0,0,0,0,0,0
"1348","B00000613H",0,1,0,0,0,0,0,0,0
"1349","B0000062GC",0,1,0,0,0,0,0,0,0
"1350","B0000062GR",1,0,0,0,0,0,0,0,0
"1351","B0000062H5",0,0,0,0,0,0,1,0,0
"1352","B0000062HS",1,0,0,0,0,0,0,0,0
"1353","B0000062QH",1,0,0,0,0,0,0,0,0
"1354","B0000062S6",1,0,0,0,0,0,0,0,0
"1355","B0000062VH",0,0,0,0,1,0,0,0,0
"1356","B0000062XZ",0,0,0,0,0,0,0,1,0
"1357","B00000633U",0,0,0,0,0,1,0,0,0
"1358","B000006371",0,0,0,0,0,0,0,1,0
"1359","B0000064PN",0,1,0,0,0,0,0,0,0
"1360","B0000064QN",0,1,0,0,0,0,0,0,0
"1361","B0000064QY",0,0,0,0,0,0,0,1,0
"1362","B0000065KK",0,0,0,0,1,0,0,0,0
"1363","B0000067IJ",0,0,0,0,0,0,1,0,0
"1364","B0000067KS",0,1,0,0,0,0,0,0,0
"1365","B0000067X8",1,0,0,0,0,0,0,0,0
"1366","B000006AXR",0,0,0,0,0,0,1,0,0
"1367","B000006AXS",0,0,0,0,0,0,1,0,0
"1368","B000006DG7",0,0,0,0,1,0,0,0,0
"1369","B000006LDK",0,1,0,0,0,0,0,0,0
"1370","B000006LEV",0,0,0,1,0,0,0,0,0
"1371","B000006LWU",0,0,0,0,0,0,1,0,0
"1372","B000006MV5",0,0,0,0,0,0,1,0,0
"1373","B000006MX5",1,0,0,0,0,0,0,0,0
"1374","B000006NTW",1,0,0,0,0,0,0,0,0
"1375","B000006NX3",0,1,0,0,0,0,0,0,0
"1376","B000006O5X",0,0,0,0,0,0,0,1,0
"1377","B000006O62",0,0,0,0,0,0,0,1,0
"1378","B000006O7V",0,0,0,0,0,0,1,0,0
"1379","B000006OFM",0,0,0,0,0,0,0,1,0
"1380","B000006OH6",1,0,0,0,0,0,0,0,0
"1381","B000006OHQ",0,0,0,0,0,1,0,0,0
"1382","B000006ON3",0,0,0,0,0,0,0,1,0
"1383","B000006SA4",1,0,0,0,0,0,0,0,0
"1384","B000006SF5",0,0,0,1,0,0,0,0,0
"1385","B000006SWI",1,0,0,0,0,0,0,0,0
"1386","B000006TZ8",1,0,0,0,0,0,0,0,0
"1387","B000006U4M",0,0,0,0,0,0,1,0,0
"1388","B000006UN6",0,0,0,0,0,0,1,0,0
"1389","B000006XYR",0,0,0,0,0,0,1,0,0
"1390","B000006YE9",0,0,1,0,0,0,0,0,0
"1391","B000006YH0",0,0,0,0,0,0,1,0,0
"1392","B000006YYM",0,0,0,0,0,0,1,0,0
"1393","B000006YYW",1,0,0,0,0,0,0,0,0
"1394","B000006Z4F",0,0,0,0,0,0,1,0,0
"1395","B000006ZCE",0,0,0,0,0,0,1,0,0
"1396","B0000071C2",0,0,0,0,0,0,1,0,0
"1397","B0000071C3",0,1,0,0,0,0,0,0,0
"1398","B0000071IZ",0,0,0,0,0,0,1,0,0
"1399","B0000071UJ",0,0,0,0,0,0,1,0,0
"1400","B00000721H",0,0,0,0,0,0,1,0,0
"1401","B00000721I",0,0,0,0,0,1,0,0,0
"1402","B0000072SX",0,0,0,0,0,0,1,0,0
"1403","B0000072VM",0,0,0,0,0,0,1,0,0
"1404","B00000742O",0,0,0,0,0,0,1,0,0
"1405","B0000074L8",1,0,0,0,0,0,0,0,0
"1406","B0000074LE",0,0,0,0,0,0,1,0,0
"1407","B0000074M7",0,0,0,0,0,1,0,0,0
"1408","B0000075ZB",0,0,0,0,0,0,1,0,0
"1409","B00000769W",0,0,0,0,0,0,0,0,1
"1410","B000007NAH",1,0,0,0,0,0,0,0,0
"1411","B000007NAY",0,0,0,0,0,0,1,0,0
"1412","B000007NCE",0,0,0,0,0,0,1,0,0
"1413","B000007NZO",0,0,0,0,0,0,1,0,0
"1414","B000007O1A",0,0,1,0,0,0,0,0,0
"1415","B000007O5J",1,0,0,0,0,0,0,0,0
"1416","B000007OHK",0,0,0,0,0,0,0,1,0
"1417","B000007Q91",1,0,0,0,0,0,0,0,0
"1418","B000007QDC",1,0,0,0,0,0,0,0,0
"1419","B000007QF0",0,0,0,0,0,0,1,0,0
"1420","B000007S0L",0,0,0,0,0,0,1,0,0
"1421","B000007SBF",0,1,0,0,0,0,0,0,0
"1422","B000007SIN",0,0,0,0,0,0,1,0,0
"1423","B000007SP0",1,0,0,0,0,0,0,0,0
"1424","B000007T1A",0,0,0,0,0,0,1,0,0
"1425","B000007T1E",0,1,0,0,0,0,0,0,0
"1426","B000007T4P",0,1,0,0,0,0,0,0,0
"1427","B000007T5A",0,1,0,0,0,0,0,0,0
"1428","B000007TE8",1,0,0,0,0,0,0,0,0
"1429","B000007UCO",0,0,0,0,0,0,1,0,0
"1430","B000007UCP",0,0,0,0,0,0,1,0,0
"1431","B000007UCQ",0,0,0,0,0,0,1,0,0
"1432","B000007UVZ",0,0,0,0,1,0,0,0,0
"1433","B000007VMV",1,0,0,0,0,0,0,0,0
"1434","B000007VYX",0,0,0,0,1,0,0,0,0
"1435","B000007WAN",0,0,0,0,1,0,0,0,0
"1436","B0000085Z0",0,0,0,1,0,0,0,0,0
"1437","B0000087NS",0,0,0,0,0,0,1,0,0
"1438","B00000885G",0,0,0,1,0,0,0,0,0
"1439","B0000089FS",0,0,0,0,0,1,0,0,0
"1440","B0000089FT",0,0,0,0,0,0,1,0,0
"1441","B000008BFI",0,1,0,0,0,0,0,0,0
"1442","B000008CIS",0,0,0,0,1,0,0,0,0
"1443","B000008CPZ",1,0,0,0,0,0,0,0,0
"1444","B000008CSQ",0,0,0,0,0,0,1,0,0
"1445","B000008DCE",0,0,0,0,1,0,0,0,0
"1446","B000008DEV",0,0,1,0,0,0,0,0,0
"1447","B000008DI6",0,1,0,0,0,0,0,0,0
"1448","B000008DQ3",0,0,0,0,0,0,1,0,0
"1449","B000008DU3",0,0,0,0,0,0,1,0,0
"1450","B000008EHL",0,1,0,0,0,0,0,0,0
"1451","B000008EXI",0,1,0,0,0,0,0,0,0
"1452","B000008EXZ",0,0,0,0,0,0,1,0,0
"1453","B000008EZR",0,1,0,0,0,0,0,0,0
"1454","B000008F01",0,0,0,1,0,0,0,0,0
"1455","B000008FF4",1,0,0,0,0,0,0,0,0
"1456","B000008FMZ",1,0,0,0,0,0,0,0,0
"1457","B000008FVT",0,0,0,0,1,0,0,0,0
"1458","B000008GTY",0,1,0,0,0,0,0,0,0
"1459","B000008GXD",1,0,0,0,0,0,0,0,0
"1460","B000008GXO",0,1,0,0,0,0,0,0,0
"1461","B000008J2B",0,0,0,0,0,1,0,0,0
"1462","B000008J2C",0,1,0,0,0,0,0,0,0
"1463","B000008J2Y",0,1,0,0,0,0,0,0,0
"1464","B000008JA9",1,0,0,0,0,0,0,0,0
"1465","B000008L0H",1,0,0,0,0,0,0,0,0
"1466","B000008LLI",0,1,0,0,0,0,0,0,0
"1467","B000008LPA",0,1,0,0,0,0,0,0,0
"1468","B000008M5D",0,1,0,0,0,0,0,0,0
"1469","B000008UKN",0,0,0,0,0,0,0,1,0
"1470","B000009CZ8",1,0,0,0,0,0,0,0,0
"1471","B000009DZA",0,1,0,0,0,0,0,0,0
"1472","B000009EJU",0,0,0,1,0,0,0,0,0
"1473","B000009GPM",0,0,0,0,0,0,1,0,0
"1474","B000009GS6",1,0,0,0,0,0,0,0,0
"1475","B000009H0U",0,0,0,0,0,0,1,0,0
